transactionHash,fromAddress,fromLabel,fromIsContract,toAddress,toLabel,toIsContract,tokenAddress,type,blockTimestamp,blockNumber,blockHash,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,chain
bc1f801c72eea2ed48634c0bec33653d2ff174fae7576c48499e3fc811db9db7,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qpqz46ppj96kcj62szr6mh733rxskc5vx4a2cck,BlackRock: IBIT Bitcoin ETF (bc1qp),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
fc538cc33e3ad6b02c55ba8fa6571aaa82b9661be2cdfa0e2c397f4131e973dd,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qqvpp92lalg4x8n0rx995fj8fwzglptgj78v9h6,BlackRock: IBIT Bitcoin ETF (bc1qq),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
93fb0031c4a7fd50754e91d013ed30e2356d5266d3f3df1e7c31707c30a630df,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,1AEYKTJxexp3bEgLjk3tWfeARHrMdqg25f,BlackRock: IBIT Bitcoin ETF (1AEYK),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
edb04adb3d8feae2c9379c8b353417849691bd4975c7d8aa319cce5e3368c9cb,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qel0p4dhhum6lvmjpgtz8af0ruffvmqs3q6px28,BlackRock: IBIT Bitcoin ETF (bc1qe),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
9156651278c96effc32757be7f0767d7eaae6129451f1b17e49a7a357daebcd9,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qvrrfldd3u766hmst6lc64fjkpnlmgvs3juwppk,BlackRock: IBIT Bitcoin ETF (bc1qv),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
ee30b04b819efa89bd84612c1673e6fac55c0bcf7fb2ba80f44cfa14a15312e2,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qufjrgp67y4udv968cdu33vjxec9clsv3nk53p9,BlackRock: IBIT Bitcoin ETF (bc1qu),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
32ad855e07f837574e9d7d8eeb21baa647e0b0c75eea6ccd610e0d9517d64dbf,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qupkjgshewu0fryfzmvl0jr9ggexrdssu0hjcgw,BlackRock: IBIT Bitcoin ETF (bc1qu),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
354617f016e9b59a4f3bc8e2df23c7d094eac3487259c96a7ca02e11c1ac5ec2,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qxa3753ndckdtzrxykwrmpdktf2pcevtqnlxmey,BlackRock: IBIT Bitcoin ETF (bc1qx),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
972468b8e728c2c569147c3425de120932deb1e621577ed34bc903d3c71e5ae1,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qymfzxsp7w2mssffnvdulqljc6t4mpcz0renl3e,BlackRock: IBIT Bitcoin ETF (bc1qy),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
089e0bf9b57781eebdb6cdb758931960c76ca9fa8784c41e08c8889ef18d49d0,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qpwpj3y002xz786cwej5u0dqdd0lkhzy06szsu2,BlackRock: IBIT Bitcoin ETF (bc1qp),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
4d2837f79b9c9f307708287f322e49a4678c68a0eb449398c8529cbc46fdc4c4,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qpgrqmcw78tncjjz4teej6jtqegqfmhjlf3gktw,BlackRock: IBIT Bitcoin ETF (bc1qp),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
2b5dcb89b1a4fe95924fb5574ee405df2bc73bcad9241165a6ef98ceeef85cca,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qcdc34c6ps6pe4ktleuyjws9ycp2rnufx85ngcr,BlackRock: IBIT Bitcoin ETF (bc1qc),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
fd123b769b20715ca515f6697040d3b7d78de58e2c208f7aabcdd10f1d5111f0,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qqkzkayxr9aufrwdyrmjfe7azvdug8waccvvlqg,BlackRock: IBIT Bitcoin ETF (bc1qq),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
3c9ed711e1e01c164f30dd3d9a6f9a8e3354c77f998d4274fa72d7efe7a2bbc4,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1q3sdfn0hutvc0k40r8p9dgqd047ynxalg0336ga,BlackRock: IBIT Bitcoin ETF (bc1q3),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
2df7bb3c21478f91effbf2759d26343ca631a174948987b50eebb926a7e9f8c4,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1ql0p2vdk8my392pu44p86ayzs62egkp55h0mhjx,BlackRock: IBIT Bitcoin ETF (bc1ql),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin
7c861c2035720c7e536e518073ed1e44297bb744a4f508254a6f3b2bf94478d4,"bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck",bc1pnjwaufmvsu47ht643d2a9lclfzma2yxlg3z8ae8w4frzmspesjhqtradck,false,bc1qt76d03n3x70vwnggfzcgefcpswuqjzp447tm07,BlackRock: IBIT Bitcoin ETF (bc1qt),false,,inflow,2024-07-06T23:12:38Z,851014,0000000000000000000028cd159256d19f55cac0c7caeb1d00311976a20bd187,Bitcoin,BTC,8,0.00000546,bitcoin,0.31735158,bitcoin